miR_ID,circbase_ID,Tot Score
hsa-miR-5193,hsa_circ_0021025,1269
hsa-miR-5193,hsa_circ_0021030,1269
hsa-miR-5193,hsa_circ_0021031,1269
hsa-miR-5193,hsa_circ_0021033,1269
hsa-miR-612,hsa_circ_0010682,1269
hsa-miR-612,hsa_circ_0010683,1269
hsa-miR-6728-3p,hsa_circ_0016308,1269
hsa-miR-6754-5p,hsa_circ_0010573,1269
hsa-miR-6754-5p,hsa_circ_0010581,1269
hsa-miR-6754-5p,hsa_circ_0010582,1269
hsa-miR-6754-5p,hsa_circ_0010583,1269
hsa-miR-6754-5p,hsa_circ_0010608,1269
hsa-miR-6754-5p,hsa_circ_0010609,1269
hsa-miR-6754-5p,hsa_circ_0010610,1269
hsa-miR-6754-5p,hsa_circ_0010625,1269
hsa-miR-6754-5p,hsa_circ_0010626,1269
hsa-miR-6780a-5p,hsa_circ_0019789,1269
hsa-miR-6780a-5p,hsa_circ_0019793,1269
hsa-miR-6780a-5p,hsa_circ_0019795,1269
hsa-miR-6780a-5p,hsa_circ_0019796,1269
hsa-miR-6785-5p,hsa_circ_0007740,1269
hsa-miR-6812-5p,hsa_circ_0090569,1269
hsa-miR-8485,hsa_circ_0079533,1269
hsa-miR-877-3p,hsa_circ_0058666,1269
hsa-miR-4685-3p,hsa_circ_0011308,1268
hsa-miR-4685-3p,hsa_circ_0011309,1268
hsa-miR-4685-3p,hsa_circ_0011310,1268
hsa-miR-4751,hsa_circ_0057377,1268
hsa-miR-5787,hsa_circ_0049814,1268
hsa-miR-5787,hsa_circ_0049815,1268
hsa-miR-637,hsa_circ_0019920,1268
hsa-miR-637,hsa_circ_0019921,1268
hsa-miR-637,hsa_circ_0019922,1268
hsa-miR-637,hsa_circ_0019923,1268
hsa-miR-637,hsa_circ_0019924,1268
hsa-miR-6748-5p,hsa_circ_0041888,1268
hsa-miR-6748-5p,hsa_circ_0041890,1268
hsa-miR-6748-5p,hsa_circ_0041891,1268
hsa-miR-6785-5p,hsa_circ_0003960,1268
hsa-miR-6808-5p,hsa_circ_0049439,1268
hsa-miR-1184,hsa_circ_0086864,1267
hsa-miR-1184,hsa_circ_0086867,1267
hsa-miR-3177-5p,hsa_circ_0089771,1267
hsa-miR-4640-5p,hsa_circ_0081106,1267
hsa-miR-4640-5p,hsa_circ_0081107,1267
hsa-miR-4673,hsa_circ_0082881,1267
hsa-miR-4685-5p,hsa_circ_0053176,1267
hsa-miR-4685-5p,hsa_circ_0053179,1267
hsa-miR-4685-5p,hsa_circ_0062099,1267
hsa-miR-6756-5p,hsa_circ_0026923,1267
hsa-miR-6756-5p,hsa_circ_0026924,1267
hsa-miR-6756-5p,hsa_circ_0026925,1267
hsa-miR-6756-5p,hsa_circ_0026926,1267
hsa-miR-6756-5p,hsa_circ_0026927,1267
hsa-miR-6756-5p,hsa_circ_0026928,1267
hsa-miR-6756-5p,hsa_circ_0026929,1267
hsa-miR-6797-5p,hsa_circ_0026923,1267
hsa-miR-6797-5p,hsa_circ_0026924,1267
hsa-miR-6797-5p,hsa_circ_0026925,1267
hsa-miR-6797-5p,hsa_circ_0026926,1267
hsa-miR-6797-5p,hsa_circ_0026927,1267
hsa-miR-6797-5p,hsa_circ_0026928,1267
hsa-miR-6797-5p,hsa_circ_0026929,1267
hsa-miR-7843-5p,hsa_circ_0082878,1267
hsa-miR-1273e,hsa_circ_0041843,1266
hsa-miR-378j,hsa_circ_0020279,1266
hsa-miR-3929,hsa_circ_0078934,1266
hsa-miR-4530,hsa_circ_0044537,1266
hsa-miR-4763-3p,hsa_circ_0048387,1266
hsa-miR-4763-3p,hsa_circ_0048389,1266
hsa-miR-5189-5p,hsa_circ_0010647,1266
hsa-miR-5189-5p,hsa_circ_0010648,1266
hsa-miR-5189-5p,hsa_circ_0010649,1266
hsa-miR-5189-5p,hsa_circ_0010650,1266
hsa-miR-5193,hsa_circ_0019328,1266
hsa-miR-5193,hsa_circ_0019329,1266
hsa-miR-5193,hsa_circ_0019330,1266
hsa-miR-6756-5p,hsa_circ_0041864,1266
hsa-miR-6756-5p,hsa_circ_0041876,1266
hsa-miR-6756-5p,hsa_circ_0041881,1266
hsa-miR-6756-5p,hsa_circ_0041887,1266
hsa-miR-6756-5p,hsa_circ_0041888,1266
hsa-miR-6756-5p,hsa_circ_0041890,1266
hsa-miR-6756-5p,hsa_circ_0041891,1266
hsa-miR-6848-5p,hsa_circ_0026098,1266
hsa-miR-6848-5p,hsa_circ_0026099,1266
hsa-miR-6848-5p,hsa_circ_0026100,1266
hsa-miR-6884-5p,hsa_circ_0007379,1266
hsa-miR-765,hsa_circ_0080166,1266
hsa-miR-765,hsa_circ_0080167,1266
hsa-miR-942-5p,hsa_circ_0011308,1266
hsa-miR-942-5p,hsa_circ_0011309,1266
hsa-miR-23a-3p,hsa_circ_0050272,1265
hsa-miR-3613-3p,hsa_circ_0078998,1265
hsa-miR-3613-3p,hsa_circ_0078999,1265
hsa-miR-4268,hsa_circ_0063096,1265
hsa-miR-4691-5p,hsa_circ_0060070,1265
hsa-miR-4691-5p,hsa_circ_0060071,1265
hsa-miR-4691-5p,hsa_circ_0060073,1265
hsa-miR-4691-5p,hsa_circ_0063107,1265
hsa-miR-4739,hsa_circ_0075940,1265
hsa-miR-4763-3p,hsa_circ_0049815,1265
hsa-miR-572,hsa_circ_0033774,1265
hsa-miR-572,hsa_circ_0033775,1265
hsa-miR-572,hsa_circ_0033776,1265
hsa-miR-572,hsa_circ_0033892,1265
hsa-miR-637,hsa_circ_0019892,1265
hsa-miR-637,hsa_circ_0019893,1265
hsa-miR-637,hsa_circ_0019894,1265
hsa-miR-637,hsa_circ_0019895,1265
hsa-miR-6756-5p,hsa_circ_0041951,1265
hsa-miR-6881-3p,hsa_circ_0082480,1265
hsa-miR-6884-5p,hsa_circ_0041843,1265
hsa-miR-762,hsa_circ_0082879,1265
hsa-miR-1226-5p,hsa_circ_0037455,1264
hsa-miR-152-3p,hsa_circ_0013876,1264
hsa-miR-3140-3p,hsa_circ_0049109,1264
hsa-miR-3140-3p,hsa_circ_0049110,1264
hsa-miR-3619-5p,hsa_circ_0040873,1264
hsa-miR-3619-5p,hsa_circ_0040874,1264
hsa-miR-3619-5p,hsa_circ_0075974,1264
hsa-miR-3619-5p,hsa_circ_0075975,1264
hsa-miR-3619-5p,hsa_circ_0075977,1264
hsa-miR-3619-5p,hsa_circ_0075985,1264
hsa-miR-3619-5p,hsa_circ_0075986,1264
hsa-miR-3619-5p,hsa_circ_0075987,1264
hsa-miR-3619-5p,hsa_circ_0075988,1264
hsa-miR-3619-5p,hsa_circ_0075990,1264
hsa-miR-3619-5p,hsa_circ_0075991,1264
hsa-miR-3619-5p,hsa_circ_0075995,1264
hsa-miR-3619-5p,hsa_circ_0075997,1264
hsa-miR-449b-3p,hsa_circ_0020279,1264
hsa-miR-449b-3p,hsa_circ_0020282,1264
hsa-miR-4530,hsa_circ_0044546,1264
hsa-miR-4530,hsa_circ_0081145,1264
hsa-miR-4530,hsa_circ_0081148,1264
hsa-miR-608,hsa_circ_0039109,1264
hsa-miR-619-5p,hsa_circ_0001978,1264
hsa-miR-663b,hsa_circ_0020282,1264
hsa-miR-6884-5p,hsa_circ_0070741,1264
hsa-miR-6891-5p,hsa_circ_0086740,1264
hsa-miR-1273h-5p,hsa_circ_0016027,1263
hsa-miR-1273h-5p,hsa_circ_0039972,1263
hsa-miR-3065-3p,hsa_circ_0044510,1263
hsa-miR-3065-3p,hsa_circ_0044511,1263
hsa-miR-3065-3p,hsa_circ_0044512,1263
hsa-miR-3065-3p,hsa_circ_0044518,1263
hsa-miR-3065-3p,hsa_circ_0044519,1263
hsa-miR-3065-3p,hsa_circ_0044522,1263
hsa-miR-3065-3p,hsa_circ_0044524,1263
hsa-miR-3065-3p,hsa_circ_0044527,1263
hsa-miR-3065-3p,hsa_circ_0044528,1263
hsa-miR-3065-3p,hsa_circ_0044529,1263
hsa-miR-3065-3p,hsa_circ_0044535,1263
hsa-miR-3065-3p,hsa_circ_0044536,1263
hsa-miR-3065-3p,hsa_circ_0044539,1263
hsa-miR-3613-3p,hsa_circ_0027022,1263
hsa-miR-4430,hsa_circ_0062544,1263
hsa-miR-4640-5p,hsa_circ_0081114,1263
hsa-miR-4640-5p,hsa_circ_0081115,1263
hsa-miR-4763-3p,hsa_circ_0037453,1263
hsa-miR-5001-5p,hsa_circ_0010574,1263
hsa-miR-5001-5p,hsa_circ_0010583,1263
hsa-miR-5001-5p,hsa_circ_0010606,1263
hsa-miR-5001-5p,hsa_circ_0010607,1263
hsa-miR-5001-5p,hsa_circ_0010608,1263
hsa-miR-5001-5p,hsa_circ_0010609,1263
hsa-miR-5001-5p,hsa_circ_0010610,1263
hsa-miR-5001-5p,hsa_circ_0010624,1263
hsa-miR-5001-5p,hsa_circ_0010625,1263
hsa-miR-5001-5p,hsa_circ_0010626,1263
hsa-miR-5001-5p,hsa_circ_0010647,1263
hsa-miR-5001-5p,hsa_circ_0010648,1263
hsa-miR-5001-5p,hsa_circ_0010649,1263
hsa-miR-5001-5p,hsa_circ_0010650,1263
hsa-miR-5001-5p,hsa_circ_0010654,1263
hsa-miR-5001-5p,hsa_circ_0010658,1263
hsa-miR-5001-5p,hsa_circ_0010664,1263
hsa-miR-608,hsa_circ_0059791,1263
hsa-miR-664a-3p,hsa_circ_0035135,1263
hsa-miR-664a-3p,hsa_circ_0035136,1263
hsa-miR-664a-3p,hsa_circ_0035139,1263
hsa-miR-6756-5p,hsa_circ_0014031,1263
hsa-miR-6808-5p,hsa_circ_0082878,1263
hsa-miR-6808-5p,hsa_circ_0082879,1263
hsa-miR-6884-5p,hsa_circ_0042176,1263
hsa-miR-6884-5p,hsa_circ_0042177,1263
hsa-miR-6884-5p,hsa_circ_0042178,1263
hsa-miR-8485,hsa_circ_0015996,1263
hsa-miR-4642,hsa_circ_0049106,1262
hsa-miR-4673,hsa_circ_0061901,1262
hsa-miR-4673,hsa_circ_0061903,1262
hsa-miR-4673,hsa_circ_0061904,1262
hsa-miR-4673,hsa_circ_0061905,1262
hsa-miR-4763-3p,hsa_circ_0010572,1262
hsa-miR-4778-3p,hsa_circ_0027933,1262
hsa-miR-4778-3p,hsa_circ_0027934,1262
hsa-miR-637,hsa_circ_0026144,1262
hsa-miR-661,hsa_circ_0086859,1262
hsa-miR-661,hsa_circ_0086860,1262
hsa-miR-661,hsa_circ_0086862,1262
hsa-miR-661,hsa_circ_0086872,1262
hsa-miR-661,hsa_circ_0086873,1262
hsa-miR-661,hsa_circ_0086881,1262
hsa-miR-661,hsa_circ_0086889,1262
hsa-miR-661,hsa_circ_0086890,1262
hsa-miR-661,hsa_circ_0086891,1262
hsa-miR-6825-5p,hsa_circ_0040297,1262
hsa-miR-3065-3p,hsa_circ_0081066,1261
hsa-miR-3065-3p,hsa_circ_0081090,1261
hsa-miR-3065-3p,hsa_circ_0081091,1261
hsa-miR-3065-3p,hsa_circ_0081096,1261
hsa-miR-3065-3p,hsa_circ_0081108,1261
hsa-miR-3065-3p,hsa_circ_0081111,1261
hsa-miR-3065-3p,hsa_circ_0081116,1261
hsa-miR-3065-3p,hsa_circ_0081120,1261
hsa-miR-3065-3p,hsa_circ_0081122,1261
hsa-miR-3929,hsa_circ_0008161,1261
hsa-miR-4726-5p,hsa_circ_0081059,1261
hsa-miR-4726-5p,hsa_circ_0081064,1261
hsa-miR-4726-5p,hsa_circ_0081073,1261
hsa-miR-4726-5p,hsa_circ_0081079,1261
hsa-miR-665,hsa_circ_0065404,1261
hsa-miR-665,hsa_circ_0065408,1261
hsa-miR-6726-5p,hsa_circ_0011484,1261
hsa-miR-6726-5p,hsa_circ_0011485,1261
hsa-miR-6726-5p,hsa_circ_0011487,1261
hsa-miR-6756-5p,hsa_circ_0076614,1261
hsa-miR-6860,hsa_circ_0010654,1261
hsa-miR-6860,hsa_circ_0010658,1261
hsa-miR-6868-3p,hsa_circ_0040923,1261
hsa-miR-1184,hsa_circ_0034773,1260
hsa-miR-1199-5p,hsa_circ_0020282,1260
hsa-miR-1226-5p,hsa_circ_0037436,1260
hsa-miR-1226-5p,hsa_circ_0037437,1260
hsa-miR-1226-5p,hsa_circ_0037438,1260
hsa-miR-1226-5p,hsa_circ_0037439,1260
hsa-miR-1226-5p,hsa_circ_0037440,1260
hsa-miR-1226-5p,hsa_circ_0037444,1260
hsa-miR-1226-5p,hsa_circ_0037445,1260
hsa-miR-1226-5p,hsa_circ_0037449,1260
hsa-miR-1226-5p,hsa_circ_0037450,1260
hsa-miR-181d-5p,hsa_circ_0050766,1260
hsa-miR-190a-3p,hsa_circ_0007346,1260
hsa-miR-23b-3p,hsa_circ_0050307,1260
hsa-miR-23b-3p,hsa_circ_0050308,1260
hsa-miR-328-5p,hsa_circ_0065399,1260
hsa-miR-328-5p,hsa_circ_0065400,1260
hsa-miR-328-5p,hsa_circ_0065401,1260
hsa-miR-328-5p,hsa_circ_0065402,1260
hsa-miR-328-5p,hsa_circ_0065403,1260
hsa-miR-328-5p,hsa_circ_0065404,1260
hsa-miR-328-5p,hsa_circ_0065407,1260
hsa-miR-3619-5p,hsa_circ_0046336,1260
hsa-miR-3619-5p,hsa_circ_0046337,1260
hsa-miR-3619-5p,hsa_circ_0046338,1260
hsa-miR-608,hsa_circ_0046335,1260
hsa-miR-608,hsa_circ_0046336,1260
hsa-miR-608,hsa_circ_0049667,1260
hsa-miR-6727-5p,hsa_circ_0082878,1260
hsa-miR-6756-5p,hsa_circ_0078794,1260
hsa-miR-6756-5p,hsa_circ_0078812,1260
hsa-miR-6756-5p,hsa_circ_0078862,1260
hsa-miR-6756-5p,hsa_circ_0078968,1260
hsa-miR-6860,hsa_circ_0010642,1260
hsa-miR-6860,hsa_circ_0010643,1260
hsa-miR-6860,hsa_circ_0010644,1260
hsa-miR-6860,hsa_circ_0010645,1260
hsa-miR-6860,hsa_circ_0010646,1260
hsa-miR-6860,hsa_circ_0086858,1260
hsa-miR-6860,hsa_circ_0086859,1260
hsa-miR-6860,hsa_circ_0086860,1260
hsa-miR-6860,hsa_circ_0086862,1260
hsa-miR-6884-5p,hsa_circ_0008161,1260
hsa-miR-1273h-5p,hsa_circ_0052094,1259
hsa-miR-3135a,hsa_circ_0055327,1259
hsa-miR-3613-3p,hsa_circ_0077566,1259
hsa-miR-3929,hsa_circ_0002379,1259
hsa-miR-4733-3p,hsa_circ_0037434,1259
hsa-miR-4733-3p,hsa_circ_0037436,1259
hsa-miR-4733-3p,hsa_circ_0037437,1259
hsa-miR-4733-3p,hsa_circ_0037438,1259
hsa-miR-4733-3p,hsa_circ_0037439,1259
hsa-miR-4733-3p,hsa_circ_0037440,1259
hsa-miR-4739,hsa_circ_0048698,1259
hsa-miR-4739,hsa_circ_0048709,1259
hsa-miR-548aq-3p,hsa_circ_0073606,1259
hsa-miR-6504-5p,hsa_circ_0065481,1259
hsa-miR-6720-5p,hsa_circ_0034773,1259
hsa-miR-6752-5p,hsa_circ_0051279,1259
hsa-miR-6752-5p,hsa_circ_0051285,1259
hsa-miR-6803-5p,hsa_circ_0046335,1259
hsa-miR-6803-5p,hsa_circ_0046336,1259
hsa-miR-6803-5p,hsa_circ_0046337,1259
hsa-miR-6803-5p,hsa_circ_0046338,1259
hsa-miR-6852-5p,hsa_circ_0030855,1259
hsa-miR-6852-5p,hsa_circ_0030856,1259
hsa-miR-6852-5p,hsa_circ_0030857,1259
hsa-miR-6852-5p,hsa_circ_0030864,1259
hsa-miR-6852-5p,hsa_circ_0030869,1259
hsa-miR-6884-5p,hsa_circ_0031813,1259
hsa-miR-6891-3p,hsa_circ_0058666,1259
hsa-miR-6891-3p,hsa_circ_0058671,1259
hsa-miR-6891-3p,hsa_circ_0058675,1259
hsa-miR-1262,hsa_circ_0049106,1258
hsa-miR-1262,hsa_circ_0049111,1258
hsa-miR-1262,hsa_circ_0049112,1258
hsa-miR-1262,hsa_circ_0049116,1258
hsa-miR-1262,hsa_circ_0049120,1258
hsa-miR-1273h-5p,hsa_circ_0009099,1258
hsa-miR-1273h-5p,hsa_circ_0031813,1258
hsa-miR-1273h-5p,hsa_circ_0048843,1258
hsa-miR-1273h-5p,hsa_circ_0078962,1258
hsa-miR-1286,hsa_circ_0044519,1258
hsa-miR-1301-3p,hsa_circ_0034771,1258
hsa-miR-3613-3p,hsa_circ_0017040,1258
hsa-miR-4673,hsa_circ_0051309,1258
hsa-miR-4753-3p,hsa_circ_0091425,1258
hsa-miR-615-5p,hsa_circ_0065420,1258
hsa-miR-6780a-5p,hsa_circ_0009180,1258
hsa-miR-6829-3p,hsa_circ_0060070,1258
hsa-miR-6829-3p,hsa_circ_0060071,1258
hsa-miR-6829-3p,hsa_circ_0060073,1258
hsa-miR-6829-3p,hsa_circ_0060075,1258
hsa-miR-7111-5p,hsa_circ_0062512,1258
hsa-miR-762,hsa_circ_0051116,1258
hsa-miR-149-3p,hsa_circ_0007740,1257
hsa-miR-3187-5p,hsa_circ_0086853,1257
hsa-miR-3187-5p,hsa_circ_0086854,1257
hsa-miR-3187-5p,hsa_circ_0086855,1257
hsa-miR-3187-5p,hsa_circ_0086856,1257
hsa-miR-3187-5p,hsa_circ_0086857,1257
hsa-miR-328-5p,hsa_circ_0049814,1257
hsa-miR-3619-5p,hsa_circ_0033229,1257
hsa-miR-3619-5p,hsa_circ_0033233,1257
hsa-miR-3619-5p,hsa_circ_0033236,1257
hsa-miR-3619-5p,hsa_circ_0033237,1257
hsa-miR-3619-5p,hsa_circ_0033239,1257
hsa-miR-3619-5p,hsa_circ_0033245,1257
hsa-miR-3619-5p,hsa_circ_0033247,1257
hsa-miR-3619-5p,hsa_circ_0033250,1257
hsa-miR-3619-5p,hsa_circ_0033256,1257
hsa-miR-3619-5p,hsa_circ_0033257,1257
hsa-miR-3619-5p,hsa_circ_0033258,1257
hsa-miR-3619-5p,hsa_circ_0033261,1257
hsa-miR-3619-5p,hsa_circ_0033262,1257
hsa-miR-3663-3p,hsa_circ_0057344,1257
hsa-miR-3663-3p,hsa_circ_0057349,1257
hsa-miR-3663-3p,hsa_circ_0057356,1257
hsa-miR-3663-3p,hsa_circ_0057363,1257
hsa-miR-4498,hsa_circ_0010574,1257
hsa-miR-4498,hsa_circ_0010608,1257
hsa-miR-4498,hsa_circ_0010609,1257
hsa-miR-4498,hsa_circ_0010610,1257
hsa-miR-4498,hsa_circ_0010624,1257
hsa-miR-4498,hsa_circ_0010625,1257
hsa-miR-4498,hsa_circ_0010626,1257
hsa-miR-4498,hsa_circ_0010649,1257
hsa-miR-4498,hsa_circ_0010650,1257
hsa-miR-4498,hsa_circ_0010664,1257
hsa-miR-4726-5p,hsa_circ_0091307,1257
hsa-miR-4751,hsa_circ_0057435,1257
hsa-miR-4751,hsa_circ_0057438,1257
hsa-miR-4751,hsa_circ_0057439,1257
hsa-miR-4775,hsa_circ_0072720,1257
hsa-miR-532-3p,hsa_circ_0081673,1257
hsa-miR-5692a,hsa_circ_0052976,1257
hsa-miR-5692a,hsa_circ_0052977,1257
hsa-miR-608,hsa_circ_0014736,1257
hsa-miR-6825-5p,hsa_circ_0026923,1257
hsa-miR-6825-5p,hsa_circ_0026924,1257
hsa-miR-6825-5p,hsa_circ_0026925,1257
hsa-miR-6825-5p,hsa_circ_0026926,1257
hsa-miR-6825-5p,hsa_circ_0026927,1257
hsa-miR-6825-5p,hsa_circ_0026928,1257
hsa-miR-6825-5p,hsa_circ_0026929,1257
hsa-miR-1249-5p,hsa_circ_0037995,1256
hsa-miR-1249-5p,hsa_circ_0037996,1256
hsa-miR-1249-5p,hsa_circ_0037997,1256
hsa-miR-214-3p,hsa_circ_0040873,1256
hsa-miR-214-3p,hsa_circ_0040874,1256
hsa-miR-3196,hsa_circ_0051666,1256
hsa-miR-328-5p,hsa_circ_0089445,1256
hsa-miR-345-3p,hsa_circ_0016584,1256
hsa-miR-345-3p,hsa_circ_0016585,1256
hsa-miR-3613-3p,hsa_circ_0056703,1256
hsa-miR-3929,hsa_circ_0052102,1256
hsa-miR-4494,hsa_circ_0068656,1256
hsa-miR-4530,hsa_circ_0044504,1256
hsa-miR-4692,hsa_circ_0091772,1256
hsa-miR-4763-3p,hsa_circ_0010062,1256
hsa-miR-4763-3p,hsa_circ_0010063,1256
hsa-miR-485-5p,hsa_circ_0050102,1256
hsa-miR-485-5p,hsa_circ_0078934,1256
hsa-miR-5685,hsa_circ_0020279,1256
hsa-miR-5685,hsa_circ_0020282,1256
hsa-miR-629-3p,hsa_circ_0013876,1256
hsa-miR-637,hsa_circ_0065415,1256
hsa-miR-6780a-5p,hsa_circ_0042176,1256
hsa-miR-6780a-5p,hsa_circ_0042177,1256
hsa-miR-6780a-5p,hsa_circ_0042178,1256
hsa-miR-6780a-5p,hsa_circ_0043314,1256
hsa-miR-6792-3p,hsa_circ_0013876,1256
hsa-miR-6798-5p,hsa_circ_0044505,1256
hsa-miR-6798-5p,hsa_circ_0044506,1256
hsa-miR-6798-5p,hsa_circ_0044507,1256
hsa-miR-6798-5p,hsa_circ_0044514,1256
hsa-miR-6848-5p,hsa_circ_0058374,1256
hsa-miR-6849-3p,hsa_circ_0068656,1256
hsa-miR-6867-3p,hsa_circ_0065407,1256
hsa-miR-892c-5p,hsa_circ_0016584,1256
hsa-miR-892c-5p,hsa_circ_0016585,1256
hsa-miR-1205,hsa_circ_0034773,1255
hsa-miR-1254,hsa_circ_0041143,1255
hsa-miR-30b-3p,hsa_circ_0063516,1255
hsa-miR-30b-3p,hsa_circ_0063533,1255
hsa-miR-4763-3p,hsa_circ_0010599,1255
hsa-miR-4763-3p,hsa_circ_0010600,1255
hsa-miR-4763-3p,hsa_circ_0010601,1255
hsa-miR-4763-3p,hsa_circ_0010602,1255
hsa-miR-4763-3p,hsa_circ_0010603,1255
hsa-miR-4763-3p,hsa_circ_0010604,1255
hsa-miR-4763-3p,hsa_circ_0010605,1255
hsa-miR-4763-3p,hsa_circ_0010623,1255
hsa-miR-4786-3p,hsa_circ_0090847,1255
hsa-miR-5193,hsa_circ_0033538,1255
hsa-miR-619-5p,hsa_circ_0073819,1255
hsa-miR-619-5p,hsa_circ_0073820,1255
hsa-miR-619-5p,hsa_circ_0073821,1255
hsa-miR-619-5p,hsa_circ_0073822,1255
hsa-miR-619-5p,hsa_circ_0082732,1255
hsa-miR-661,hsa_circ_0037434,1255
hsa-miR-661,hsa_circ_0037436,1255
hsa-miR-661,hsa_circ_0037437,1255
hsa-miR-661,hsa_circ_0037438,1255
hsa-miR-661,hsa_circ_0037439,1255
hsa-miR-661,hsa_circ_0037440,1255
hsa-miR-665,hsa_circ_0040247,1255
hsa-miR-665,hsa_circ_0040250,1255
hsa-miR-665,hsa_circ_0040261,1255
hsa-miR-665,hsa_circ_0040277,1255
hsa-miR-665,hsa_circ_0040281,1255
hsa-miR-6756-5p,hsa_circ_0046335,1255
hsa-miR-6756-5p,hsa_circ_0046336,1255
hsa-miR-6756-5p,hsa_circ_0046337,1255
hsa-miR-6756-5p,hsa_circ_0046338,1255
hsa-miR-6783-3p,hsa_circ_0060070,1255
hsa-miR-6783-3p,hsa_circ_0060071,1255
hsa-miR-6792-3p,hsa_circ_0063073,1255
hsa-miR-6792-3p,hsa_circ_0063074,1255
hsa-miR-6804-3p,hsa_circ_0037448,1255
hsa-miR-6840-3p,hsa_circ_0020282,1255
hsa-miR-6884-5p,hsa_circ_0081378,1255
hsa-miR-939-3p,hsa_circ_0010541,1255
hsa-miR-1184,hsa_circ_0075977,1254
hsa-miR-1184,hsa_circ_0075987,1254
hsa-miR-1184,hsa_circ_0075990,1254
hsa-miR-1184,hsa_circ_0075991,1254
hsa-miR-1184,hsa_circ_0075995,1254
hsa-miR-1184,hsa_circ_0075999,1254
hsa-miR-1184,hsa_circ_0076000,1254
hsa-miR-1184,hsa_circ_0076001,1254
hsa-miR-1184,hsa_circ_0076002,1254
hsa-miR-1184,hsa_circ_0076008,1254
hsa-miR-1184,hsa_circ_0076009,1254
hsa-miR-1184,hsa_circ_0076010,1254
hsa-miR-1184,hsa_circ_0076015,1254
hsa-miR-1184,hsa_circ_0076016,1254
hsa-miR-1184,hsa_circ_0076018,1254
hsa-miR-3918,hsa_circ_0033532,1254
hsa-miR-3918,hsa_circ_0033533,1254
hsa-miR-3918,hsa_circ_0033534,1254
hsa-miR-4268,hsa_circ_0052003,1254
hsa-miR-4446-3p,hsa_circ_0082878,1254
hsa-miR-4446-3p,hsa_circ_0082879,1254
hsa-miR-4716-3p,hsa_circ_0037999,1254
hsa-miR-4726-5p,hsa_circ_0089424,1254
hsa-miR-4726-5p,hsa_circ_0089425,1254
hsa-miR-4726-5p,hsa_circ_0089438,1254
hsa-miR-4726-5p,hsa_circ_0089439,1254
hsa-miR-4739,hsa_circ_0049667,1254
hsa-miR-4739,hsa_circ_0049668,1254
hsa-miR-4763-3p,hsa_circ_0002172,1254
hsa-miR-4763-3p,hsa_circ_0089776,1254
hsa-miR-5189-5p,hsa_circ_0049818,1254
hsa-miR-5787,hsa_circ_0051279,1254
hsa-miR-608,hsa_circ_0041951,1254
hsa-miR-608,hsa_circ_0041952,1254
hsa-miR-608,hsa_circ_0082878,1254
hsa-miR-608,hsa_circ_0082879,1254
hsa-miR-6511a-5p,hsa_circ_0089792,1254
hsa-miR-6798-5p,hsa_circ_0044551,1254
hsa-miR-6798-5p,hsa_circ_0044552,1254
hsa-miR-6837-5p,hsa_circ_0037455,1254
hsa-miR-6852-5p,hsa_circ_0019897,1254
hsa-miR-6852-5p,hsa_circ_0019898,1254
hsa-miR-6852-5p,hsa_circ_0019899,1254
hsa-miR-6852-5p,hsa_circ_0019900,1254
hsa-miR-6852-5p,hsa_circ_0019901,1254
hsa-miR-6852-5p,hsa_circ_0019902,1254
hsa-miR-6852-5p,hsa_circ_0019903,1254
hsa-miR-6852-5p,hsa_circ_0019904,1254
hsa-miR-6852-5p,hsa_circ_0019905,1254
hsa-miR-6852-5p,hsa_circ_0019906,1254
hsa-miR-6852-5p,hsa_circ_0019907,1254
hsa-miR-6852-5p,hsa_circ_0019908,1254
hsa-miR-6852-5p,hsa_circ_0019909,1254
hsa-miR-6852-5p,hsa_circ_0019913,1254
hsa-miR-6852-5p,hsa_circ_0019914,1254
hsa-miR-6873-3p,hsa_circ_0060070,1254
hsa-miR-6873-3p,hsa_circ_0060071,1254
hsa-miR-6873-3p,hsa_circ_0060073,1254
hsa-miR-6873-3p,hsa_circ_0060075,1254
hsa-miR-1286,hsa_circ_0044509,1253
hsa-miR-1286,hsa_circ_0044510,1253
hsa-miR-149-3p,hsa_circ_0037999,1253
hsa-miR-181d-5p,hsa_circ_0052064,1253
hsa-miR-214-3p,hsa_circ_0081155,1253
hsa-miR-23b-3p,hsa_circ_0050272,1253
hsa-miR-3187-5p,hsa_circ_0050991,1253
hsa-miR-3192-5p,hsa_circ_0038032,1253
hsa-miR-4498,hsa_circ_0082878,1253
hsa-miR-4632-5p,hsa_circ_0020761,1253
hsa-miR-4632-5p,hsa_circ_0020762,1253
hsa-miR-4640-5p,hsa_circ_0081125,1253
hsa-miR-4640-5p,hsa_circ_0081131,1253
hsa-miR-4640-5p,hsa_circ_0081136,1253
hsa-miR-4739,hsa_circ_0028496,1253
hsa-miR-4753-3p,hsa_circ_0078299,1253
hsa-miR-4763-3p,hsa_circ_0010544,1253
hsa-miR-4763-3p,hsa_circ_0010548,1253
hsa-miR-4763-3p,hsa_circ_0010552,1253
hsa-miR-4763-3p,hsa_circ_0010555,1253
hsa-miR-485-5p,hsa_circ_0002379,1253
hsa-miR-608,hsa_circ_0065481,1253
hsa-miR-619-5p,hsa_circ_0050087,1253
hsa-miR-637,hsa_circ_0041951,1253
hsa-miR-637,hsa_circ_0041952,1253
